,Car Make,Probability,Alt1,Alt2
245,Acura TL Sedan 2012,52.2,Chrysler Town and Country Minivan 2012,Chrysler PT Cruiser Convertible 2008
246,Tesla Model S Sedan 2012,51.0,Chevrolet Monte Carlo Coupe 2007,Nissan Juke Hatchback 2012
247,smart fortwo Convertible 2012,65.6,MINI Cooper Roadster Convertible 2012,Suzuki SX4 Sedan 2012
248,Bentley Continental GT Coupe 2007,26.6,Aston Martin V8 Vantage Convertible 2012,Honda Accord Coupe 2012
249,Dodge Caliber Wagon 2012,32.6,Audi RS 4 Convertible 2008,Mercedes-Benz S-Class Sedan 2012
250,Acura TL Sedan 2012,30.6,Acura TSX Sedan 2012,Chrysler Town and Country Minivan 2012
251,Volkswagen Golf Hatchback 1991,38.3,Volvo XC90 SUV 2007,Hyundai Tucson SUV 2012
252,Daewoo Nubira Wagon 2002,45.1,Hyundai Genesis Sedan 2012,Rolls-Royce Phantom Sedan 2012
253,Ferrari FF Coupe 2012,62.8,Audi 100 Sedan 1994,BMW X6 SUV 2012
254,Audi S4 Sedan 2012,76.3,Volkswagen Beetle Hatchback 2012,Audi TT Hatchback 2011
255,Nissan NV Passenger Van 2012,98.5,Volvo 240 Sedan 1993,Maybach Landaulet Convertible 2012
256,Hyundai Veloster Hatchback 2012,39.3,Tesla Model S Sedan 2012,Hyundai Sonata Sedan 2012
257,Hyundai Sonata Sedan 2012,20.5,Hyundai Santa Fe SUV 2012,Honda Accord Sedan 2012
258,Volvo 240 Sedan 1993,64.4,Chrysler 300 SRT-8 2010,Mercedes-Benz 300-Class Convertible 1993
259,Lamborghini Diablo Coupe 2001,98.0,Audi S4 Sedan 2007,smart fortwo Convertible 2012
260,Geo Metro Convertible 1993,93.9,Mercedes-Benz 300-Class Convertible 1993,Chevrolet Corvette Convertible 2012
261,Ferrari California Convertible 2012,40.0,Chevrolet Corvette ZR1 2012,Audi S4 Sedan 2012
262,BMW 1 Series Convertible 2012,24.4,Mercedes-Benz 300-Class Convertible 1993,Chevrolet Avalanche Crew Cab 2012
263,Suzuki SX4 Sedan 2012,86.5,Mercedes-Benz E-Class Sedan 2012,Volkswagen Beetle Hatchback 2012
264,Bugatti Veyron 16.4 Coupe 2009,78.9,Ferrari FF Coupe 2012,Jeep Compass SUV 2012
265,Daewoo Nubira Wagon 2002,23.2,HUMMER H2 SUT Crew Cab 2009,Infiniti G Coupe IPL 2012
266,Volvo C30 Hatchback 2012,33.0,Audi TTS Coupe 2012,BMW M5 Sedan 2010
267,Bugatti Veyron 16.4 Coupe 2009,91.3,BMW M5 Sedan 2010,Ford GT Coupe 2006
268,Jeep Compass SUV 2012,48.4,Chrysler 300 SRT-8 2010,Audi V8 Sedan 1994
269,Jeep Compass SUV 2012,28.6,Hyundai Tucson SUV 2012,Dodge Journey SUV 2012
270,Chevrolet Traverse SUV 2012,21.9,Ford Edge SUV 2012,Chevrolet TrailBlazer SS 2009
271,Chevrolet Express Van 2007,41.6,Nissan NV Passenger Van 2012,GMC Savana Van 2012
272,Lamborghini Gallardo LP 570-4 Superleggera 2012,34.2,Volvo C30 Hatchback 2012,Acura Integra Type R 2001
273,Chrysler PT Cruiser Convertible 2008,53.0,Infiniti G Coupe IPL 2012,Mercedes-Benz S-Class Sedan 2012
274,Mercedes-Benz 300-Class Convertible 1993,46.6,Nissan 240SX Coupe 1998,Volkswagen Golf Hatchback 2012
275,Volvo 240 Sedan 1993,45.1,Volkswagen Golf Hatchback 1991,Audi 100 Wagon 1994
276,BMW M6 Convertible 2010,29.0,Mercedes-Benz SL-Class Coupe 2009,Aston Martin Virage Convertible 2012
277,Cadillac Escalade EXT Crew Cab 2007,81.9,Chrysler Aspen SUV 2009,GMC Yukon Hybrid SUV 2012
278,Volvo 240 Sedan 1993,41.8,Bentley Arnage Sedan 2009,Chevrolet Traverse SUV 2012
279,Ford E-Series Wagon Van 2012,34.0,Dodge Sprinter Cargo Van 2009,Mercedes-Benz Sprinter Van 2012
280,Volvo XC90 SUV 2007,96.1,Hyundai Veloster Hatchback 2012,Spyker C8 Coupe 2009
281,Bentley Continental Flying Spur Sedan 2007,52.1,Aston Martin V8 Vantage Coupe 2012,BMW M3 Coupe 2012
282,Volkswagen Golf Hatchback 2012,30.4,Toyota Corolla Sedan 2012,Toyota Camry Sedan 2012
283,Chrysler 300 SRT-8 2010,25.0,Infiniti G Coupe IPL 2012,Audi S4 Sedan 2012
284,Spyker C8 Convertible 2009,22.8,BMW M5 Sedan 2010,Audi S4 Sedan 2007
285,Chrysler PT Cruiser Convertible 2008,21.2,Honda Accord Sedan 2012,Daewoo Nubira Wagon 2002
286,Suzuki SX4 Sedan 2012,31.3,Cadillac Escalade EXT Crew Cab 2007,GMC Acadia SUV 2012
287,Chrysler PT Cruiser Convertible 2008,45.9,Audi RS 4 Convertible 2008,Mercedes-Benz C-Class Sedan 2012
288,Aston Martin V8 Vantage Convertible 2012,94.4,Bugatti Veyron 16.4 Coupe 2009,Chrysler 300 SRT-8 2010
289,Audi S4 Sedan 2007,15.7,Hyundai Elantra Sedan 2007,Suzuki SX4 Sedan 2012
290,Hyundai Tucson SUV 2012,48.6,Dodge Caliber Wagon 2007,Audi S6 Sedan 2011
291,Bentley Arnage Sedan 2009,95.7,Toyota 4Runner SUV 2012,AM General Hummer SUV 2000
292,Suzuki SX4 Sedan 2012,18.6,Cadillac Escalade EXT Crew Cab 2007,Land Rover LR2 SUV 2012
293,Hyundai Veloster Hatchback 2012,92.2,Audi S6 Sedan 2011,Bugatti Veyron 16.4 Coupe 2009
294,Lamborghini Reventon Coupe 2008,53.7,Nissan Juke Hatchback 2012,Volvo C30 Hatchback 2012
295,Volkswagen Golf Hatchback 1991,37.9,Daewoo Nubira Wagon 2002,Toyota 4Runner SUV 2012
296,Aston Martin V8 Vantage Coupe 2012,81.9,Chevrolet Sonic Sedan 2012,Aston Martin V8 Vantage Convertible 2012
297,Chevrolet Silverado 1500 Extended Cab 2012,43.3,Dodge Dakota Crew Cab 2010,Audi 100 Sedan 1994
298,Aston Martin Virage Convertible 2012,39.6,Cadillac CTS-V Sedan 2012,Rolls-Royce Ghost Sedan 2012
299,Suzuki Kizashi Sedan 2012,50.1,Audi S6 Sedan 2011,Chevrolet Corvette ZR1 2012
300,Audi V8 Sedan 1994,8.2,Acura RL Sedan 2012,Audi TTS Coupe 2012
301,Volvo 240 Sedan 1993,58.4,Mercedes-Benz 300-Class Convertible 1993,Hyundai Genesis Sedan 2012
302,Suzuki SX4 Hatchback 2012,48.9,Mercedes-Benz Sprinter Van 2012,Audi 100 Wagon 1994
303,Dodge Caliber Wagon 2012,34.3,GMC Terrain SUV 2012,BMW X6 SUV 2012
304,Dodge Ram Pickup 3500 Crew Cab 2010,39.5,Nissan NV Passenger Van 2012,Dodge Durango SUV 2007
305,HUMMER H3T Crew Cab 2010,52.8,AM General Hummer SUV 2000,Chevrolet Camaro Convertible 2012
306,Daewoo Nubira Wagon 2002,51.2,Mercedes-Benz E-Class Sedan 2012,Ford E-Series Wagon Van 2012
307,Dodge Charger SRT-8 2009,54.1,Chevrolet Camaro Convertible 2012,Suzuki SX4 Sedan 2012
308,BMW M5 Sedan 2010,38.0,Aston Martin Virage Coupe 2012,Hyundai Veloster Hatchback 2012
309,Dodge Ram Pickup 3500 Crew Cab 2010,77.0,Dodge Durango SUV 2012,Volvo XC90 SUV 2007
310,Lamborghini Reventon Coupe 2008,47.0,Audi TT Hatchback 2011,Audi R8 Coupe 2012
311,Audi R8 Coupe 2012,51.9,BMW M5 Sedan 2010,Dodge Charger SRT-8 2009
312,Ferrari 458 Italia Coupe 2012,65.0,Ferrari California Convertible 2012,Aston Martin V8 Vantage Convertible 2012
313,Volkswagen Golf Hatchback 1991,17.4,BMW X5 SUV 2007,Hyundai Genesis Sedan 2012
314,smart fortwo Convertible 2012,59.8,Bentley Arnage Sedan 2009,Audi RS 4 Convertible 2008
315,Hyundai Azera Sedan 2012,41.1,Nissan Leaf Hatchback 2012,Lamborghini Reventon Coupe 2008
316,Audi TT Hatchback 2011,71.3,Audi A5 Coupe 2012,Acura TSX Sedan 2012
317,Dodge Magnum Wagon 2008,35.9,Audi S4 Sedan 2007,Spyker C8 Coupe 2009
318,Hyundai Veloster Hatchback 2012,81.8,Spyker C8 Coupe 2009,HUMMER H3T Crew Cab 2010
319,Audi S4 Sedan 2007,38.5,Nissan Leaf Hatchback 2012,Chevrolet Monte Carlo Coupe 2007
320,Chrysler Town and Country Minivan 2012,81.4,Chrysler PT Cruiser Convertible 2008,Mercedes-Benz C-Class Sedan 2012
321,Ford Ranger SuperCab 2011,16.8,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,Chevrolet Traverse SUV 2012
322,Hyundai Elantra Touring Hatchback 2012,48.0,Bentley Continental Flying Spur Sedan 2007,Chevrolet Corvette ZR1 2012
323,Ford GT Coupe 2006,21.4,Audi RS 4 Convertible 2008,Hyundai Veloster Hatchback 2012
324,Audi RS 4 Convertible 2008,22.2,Hyundai Elantra Touring Hatchback 2012,McLaren MP4-12C Coupe 2012
325,BMW 1 Series Coupe 2012,33.9,BMW M5 Sedan 2010,Audi 100 Sedan 1994
326,Daewoo Nubira Wagon 2002,42.5,Ford F-150 Regular Cab 2007,GMC Terrain SUV 2012
327,Bugatti Veyron 16.4 Convertible 2009,35.1,Aston Martin Virage Convertible 2012,Lamborghini Reventon Coupe 2008
328,Audi S4 Sedan 2012,27.4,Audi S6 Sedan 2011,Mitsubishi Lancer Sedan 2012
329,Fisker Karma Sedan 2012,22.3,Chevrolet Corvette ZR1 2012,Audi RS 4 Convertible 2008
330,Ford Edge SUV 2012,78.6,Audi S4 Sedan 2007,Hyundai Sonata Sedan 2012
331,Hyundai Elantra Touring Hatchback 2012,38.9,Acura Integra Type R 2001,Spyker C8 Coupe 2009
332,Daewoo Nubira Wagon 2002,14.9,Mercedes-Benz 300-Class Convertible 1993,Lamborghini Reventon Coupe 2008
333,GMC Acadia SUV 2012,81.8,Ford Expedition EL SUV 2009,Dodge Charger SRT-8 2009
334,Chevrolet Silverado 1500 Classic Extended Cab 2007,76.2,Dodge Dakota Club Cab 2007,Chevrolet Silverado 1500 Extended Cab 2012
335,Dodge Durango SUV 2012,49.9,Isuzu Ascender SUV 2008,Toyota 4Runner SUV 2012
336,Nissan NV Passenger Van 2012,23.0,BMW M5 Sedan 2010,Spyker C8 Coupe 2009
337,Audi S4 Sedan 2007,30.4,BMW 3 Series Sedan 2012,Hyundai Elantra Touring Hatchback 2012
338,Hyundai Genesis Sedan 2012,20.4,Mercedes-Benz E-Class Sedan 2012,Isuzu Ascender SUV 2008
339,Dodge Magnum Wagon 2008,24.3,Suzuki SX4 Sedan 2012,Mercedes-Benz Sprinter Van 2012
340,Chevrolet Corvette Ron Fellows Edition Z06 2007,35.4,Audi S4 Sedan 2007,Volvo 240 Sedan 1993
341,Honda Accord Coupe 2012,80.1,Tesla Model S Sedan 2012,Mercedes-Benz 300-Class Convertible 1993
342,Chevrolet Malibu Hybrid Sedan 2010,37.3,Tesla Model S Sedan 2012,Dodge Caliber Wagon 2012
343,Ford GT Coupe 2006,88.2,Audi V8 Sedan 1994,Chevrolet Corvette Ron Fellows Edition Z06 2007
344,Dodge Charger SRT-8 2009,40.1,Audi TTS Coupe 2012,Aston Martin V8 Vantage Coupe 2012
345,Bentley Continental GT Coupe 2007,33.0,Aston Martin V8 Vantage Convertible 2012,Chevrolet Malibu Sedan 2007
346,Audi S4 Sedan 2007,48.4,Bentley Continental Flying Spur Sedan 2007,Audi S6 Sedan 2011
347,Mercedes-Benz Sprinter Van 2012,24.4,Audi S6 Sedan 2011,Suzuki Kizashi Sedan 2012
348,Chrysler Town and Country Minivan 2012,19.9,Acura RL Sedan 2012,Dodge Caliber Wagon 2012
349,Dodge Ram Pickup 3500 Crew Cab 2010,84.6,Nissan NV Passenger Van 2012,Audi V8 Sedan 1994
350,BMW X5 SUV 2007,37.9,Chrysler 300 SRT-8 2010,Hyundai Genesis Sedan 2012
351,Volvo XC90 SUV 2007,90.3,Infiniti QX56 SUV 2011,Daewoo Nubira Wagon 2002
352,Ford Focus Sedan 2007,28.7,Plymouth Neon Coupe 1999,Hyundai Azera Sedan 2012
353,Ferrari 458 Italia Coupe 2012,50.2,Hyundai Veloster Hatchback 2012,Ford GT Coupe 2006
354,Acura TL Type-S 2008,69.8,Suzuki Kizashi Sedan 2012,Chrysler Town and Country Minivan 2012
355,Chrysler Town and Country Minivan 2012,33.8,Ford Edge SUV 2012,Ford Focus Sedan 2007
356,Dodge Caravan Minivan 1997,40.3,Isuzu Ascender SUV 2008,Dodge Ram Pickup 3500 Crew Cab 2010
357,Land Rover Range Rover SUV 2012,76.4,Chrysler Town and Country Minivan 2012,Hyundai Genesis Sedan 2012
358,Chevrolet Camaro Convertible 2012,76.3,Dodge Charger Sedan 2012,Aston Martin V8 Vantage Convertible 2012
359,Honda Accord Sedan 2012,53.8,Audi S4 Sedan 2012,Chrysler Sebring Convertible 2010
360,Dodge Dakota Club Cab 2007,32.2,Aston Martin Virage Convertible 2012,Dodge Caliber Wagon 2012
361,Audi S4 Sedan 2012,69.4,Audi TTS Coupe 2012,Ferrari FF Coupe 2012
362,Chrysler Town and Country Minivan 2012,62.9,Daewoo Nubira Wagon 2002,Dodge Magnum Wagon 2008
363,Plymouth Neon Coupe 1999,14.3,Hyundai Genesis Sedan 2012,Volvo 240 Sedan 1993
364,FIAT 500 Abarth 2012,86.0,Hyundai Veloster Hatchback 2012,MINI Cooper Roadster Convertible 2012
365,Honda Odyssey Minivan 2012,99.9,Mercedes-Benz E-Class Sedan 2012,Hyundai Sonata Sedan 2012
366,Aston Martin Virage Convertible 2012,32.9,Ford Focus Sedan 2007,Spyker C8 Convertible 2009
367,Chevrolet Sonic Sedan 2012,20.7,Plymouth Neon Coupe 1999,Daewoo Nubira Wagon 2002
368,Chevrolet Monte Carlo Coupe 2007,18.5,Plymouth Neon Coupe 1999,Dodge Magnum Wagon 2008
369,Aston Martin V8 Vantage Convertible 2012,69.4,Tesla Model S Sedan 2012,Chrysler PT Cruiser Convertible 2008
370,Volvo 240 Sedan 1993,49.5,BMW X5 SUV 2007,Hyundai Genesis Sedan 2012
371,Audi S4 Sedan 2007,84.4,Suzuki SX4 Sedan 2012,Spyker C8 Coupe 2009
372,Chevrolet Monte Carlo Coupe 2007,80.7,Cadillac Escalade EXT Crew Cab 2007,Hyundai Santa Fe SUV 2012
373,Hyundai Veloster Hatchback 2012,38.6,Volvo C30 Hatchback 2012,Suzuki SX4 Hatchback 2012
374,Audi RS 4 Convertible 2008,48.2,Ford GT Coupe 2006,Audi S4 Sedan 2007
375,Mercedes-Benz S-Class Sedan 2012,31.6,Mercedes-Benz 300-Class Convertible 1993,Aston Martin Virage Convertible 2012
376,Chevrolet Traverse SUV 2012,19.9,Acura RL Sedan 2012,GMC Acadia SUV 2012
377,Tesla Model S Sedan 2012,81.7,FIAT 500 Abarth 2012,Chevrolet Monte Carlo Coupe 2007
378,Volvo 240 Sedan 1993,54.8,Mazda Tribute SUV 2011,Chrysler Sebring Convertible 2010
379,Hyundai Veracruz SUV 2012,47.5,GMC Acadia SUV 2012,Chevrolet Sonic Sedan 2012
380,HUMMER H3T Crew Cab 2010,70.9,AM General Hummer SUV 2000,Jeep Wrangler SUV 2012
381,Hyundai Elantra Sedan 2007,59.0,Suzuki SX4 Hatchback 2012,Volkswagen Golf Hatchback 2012
382,Daewoo Nubira Wagon 2002,82.1,Chevrolet HHR SS 2010,Ford E-Series Wagon Van 2012
383,Dodge Challenger SRT8 2011,66.3,Chevrolet Corvette ZR1 2012,Fisker Karma Sedan 2012
384,Toyota 4Runner SUV 2012,43.9,Suzuki Kizashi Sedan 2012,Daewoo Nubira Wagon 2002
385,Nissan Leaf Hatchback 2012,60.3,Audi TTS Coupe 2012,Aston Martin V8 Vantage Coupe 2012
386,AM General Hummer SUV 2000,20.2,HUMMER H2 SUT Crew Cab 2009,Spyker C8 Convertible 2009
387,Toyota 4Runner SUV 2012,18.0,Mercedes-Benz C-Class Sedan 2012,Hyundai Veracruz SUV 2012
388,FIAT 500 Abarth 2012,15.6,Audi S4 Sedan 2007,Mercedes-Benz E-Class Sedan 2012
389,Mitsubishi Lancer Sedan 2012,58.6,Chevrolet HHR SS 2010,Volvo C30 Hatchback 2012
390,Lamborghini Aventador Coupe 2012,71.6,Audi RS 4 Convertible 2008,Chevrolet Camaro Convertible 2012
391,Chrysler PT Cruiser Convertible 2008,59.0,Hyundai Genesis Sedan 2012,Mercedes-Benz E-Class Sedan 2012
392,Spyker C8 Coupe 2009,33.4,Chrysler 300 SRT-8 2010,Audi S4 Sedan 2007
393,Tesla Model S Sedan 2012,83.0,Ferrari FF Coupe 2012,Spyker C8 Coupe 2009
394,GMC Acadia SUV 2012,97.6,Jeep Compass SUV 2012,BMW X6 SUV 2012
395,Acura TL Sedan 2012,25.8,Bentley Mulsanne Sedan 2011,Nissan 240SX Coupe 1998
396,Nissan Leaf Hatchback 2012,75.1,Infiniti G Coupe IPL 2012,Volkswagen Beetle Hatchback 2012
397,Mercedes-Benz E-Class Sedan 2012,27.4,Audi S6 Sedan 2011,Mercedes-Benz C-Class Sedan 2012
398,Mercedes-Benz E-Class Sedan 2012,41.5,BMW M5 Sedan 2010,Hyundai Sonata Sedan 2012
399,Suzuki SX4 Sedan 2012,45.4,Plymouth Neon Coupe 1999,Hyundai Elantra Sedan 2007
400,Volvo XC90 SUV 2007,17.7,Ford Expedition EL SUV 2009,Isuzu Ascender SUV 2008
401,Volvo 240 Sedan 1993,69.5,Daewoo Nubira Wagon 2002,Bentley Arnage Sedan 2009
402,MINI Cooper Roadster Convertible 2012,55.9,smart fortwo Convertible 2012,Ford GT Coupe 2006
403,Dodge Ram Pickup 3500 Crew Cab 2010,94.5,Cadillac Escalade EXT Crew Cab 2007,Chrysler Aspen SUV 2009
404,Mercedes-Benz Sprinter Van 2012,20.3,Volvo XC90 SUV 2007,Ford Edge SUV 2012
405,Acura TL Type-S 2008,47.7,Audi S4 Sedan 2012,Audi A5 Coupe 2012
406,Dodge Ram Pickup 3500 Crew Cab 2010,81.4,Volvo XC90 SUV 2007,Hyundai Genesis Sedan 2012
407,Chevrolet Corvette ZR1 2012,76.3,Cadillac CTS-V Sedan 2012,Ferrari FF Coupe 2012
408,Audi S6 Sedan 2011,74.8,Audi S4 Sedan 2007,Audi TTS Coupe 2012
409,Hyundai Sonata Sedan 2012,22.7,Ford Edge SUV 2012,FIAT 500 Abarth 2012
410,Lamborghini Aventador Coupe 2012,56.0,Chevrolet Corvette ZR1 2012,Bugatti Veyron 16.4 Convertible 2009
411,Chrysler 300 SRT-8 2010,33.7,Cadillac Escalade EXT Crew Cab 2007,Suzuki SX4 Sedan 2012
412,Ford F-150 Regular Cab 2012,39.6,Chevrolet Avalanche Crew Cab 2012,Hyundai Genesis Sedan 2012
413,Chevrolet Camaro Convertible 2012,47.4,Audi R8 Coupe 2012,HUMMER H3T Crew Cab 2010
414,Nissan Leaf Hatchback 2012,73.9,BMW X6 SUV 2012,Dodge Caliber Wagon 2012
415,Hyundai Tucson SUV 2012,35.3,Aston Martin Virage Convertible 2012,BMW M6 Convertible 2010
416,Cadillac CTS-V Sedan 2012,50.0,Mercedes-Benz 300-Class Convertible 1993,Toyota Corolla Sedan 2012
417,Dodge Dakota Crew Cab 2010,16.4,Ford Edge SUV 2012,Audi RS 4 Convertible 2008
418,Buick Regal GS 2012,61.4,MINI Cooper Roadster Convertible 2012,Infiniti G Coupe IPL 2012
419,Honda Accord Sedan 2012,24.8,Chevrolet Sonic Sedan 2012,Daewoo Nubira Wagon 2002
420,Toyota Corolla Sedan 2012,15.8,Hyundai Elantra Sedan 2007,Hyundai Azera Sedan 2012
421,Chrysler Town and Country Minivan 2012,44.4,Hyundai Azera Sedan 2012,Chrysler PT Cruiser Convertible 2008
422,Ferrari FF Coupe 2012,90.3,Tesla Model S Sedan 2012,Hyundai Azera Sedan 2012
423,Jeep Liberty SUV 2012,64.3,Audi S4 Sedan 2007,Ford E-Series Wagon Van 2012
424,Infiniti G Coupe IPL 2012,67.5,Mercedes-Benz E-Class Sedan 2012,Aston Martin Virage Convertible 2012
425,Jaguar XK XKR 2012,49.2,Ford GT Coupe 2006,Hyundai Veloster Hatchback 2012
426,Nissan NV Passenger Van 2012,48.1,Daewoo Nubira Wagon 2002,Maybach Landaulet Convertible 2012
427,Hyundai Veloster Hatchback 2012,66.0,Land Rover Range Rover SUV 2012,Mercedes-Benz S-Class Sedan 2012
428,Jeep Compass SUV 2012,67.2,Toyota Camry Sedan 2012,GMC Yukon Hybrid SUV 2012
429,Mercedes-Benz E-Class Sedan 2012,56.1,Suzuki SX4 Sedan 2012,Volkswagen Beetle Hatchback 2012
430,Volvo 240 Sedan 1993,99.9,Daewoo Nubira Wagon 2002,Jeep Liberty SUV 2012
431,Hyundai Elantra Sedan 2007,47.4,Chevrolet Malibu Sedan 2007,Dodge Journey SUV 2012
432,Mercedes-Benz E-Class Sedan 2012,26.4,Hyundai Azera Sedan 2012,Audi S5 Coupe 2012
433,Cadillac Escalade EXT Crew Cab 2007,89.9,Dodge Charger Sedan 2012,GMC Acadia SUV 2012
434,Mercedes-Benz 300-Class Convertible 1993,39.9,Bentley Arnage Sedan 2009,Fisker Karma Sedan 2012
435,BMW X3 SUV 2012,98.5,Jeep Compass SUV 2012,Daewoo Nubira Wagon 2002
436,Audi S5 Convertible 2012,21.1,Audi R8 Coupe 2012,Audi S4 Sedan 2012
437,Chrysler Town and Country Minivan 2012,64.5,FIAT 500 Abarth 2012,Spyker C8 Coupe 2009
438,Hyundai Genesis Sedan 2012,38.0,Volvo C30 Hatchback 2012,Hyundai Elantra Touring Hatchback 2012
439,Chrysler 300 SRT-8 2010,68.1,Audi S4 Sedan 2007,Infiniti G Coupe IPL 2012
440,Bentley Arnage Sedan 2009,78.5,Mercedes-Benz S-Class Sedan 2012,Audi V8 Sedan 1994
441,Aston Martin Virage Convertible 2012,51.7,Cadillac CTS-V Sedan 2012,Chrysler 300 SRT-8 2010
442,Lamborghini Diablo Coupe 2001,71.4,McLaren MP4-12C Coupe 2012,Acura Integra Type R 2001
443,Mercedes-Benz E-Class Sedan 2012,99.0,Dodge Challenger SRT8 2011,Aston Martin V8 Vantage Convertible 2012
444,Ford E-Series Wagon Van 2012,63.5,Volvo XC90 SUV 2007,Ford F-150 Regular Cab 2012
445,MINI Cooper Roadster Convertible 2012,40.7,Dodge Magnum Wagon 2008,Hyundai Genesis Sedan 2012
446,Audi S6 Sedan 2011,67.3,Hyundai Veloster Hatchback 2012,Chevrolet Corvette ZR1 2012
447,Chevrolet Monte Carlo Coupe 2007,35.0,Fisker Karma Sedan 2012,Acura Integra Type R 2001
448,Audi TT Hatchback 2011,70.1,Hyundai Azera Sedan 2012,Tesla Model S Sedan 2012
449,Infiniti QX56 SUV 2011,9.2,Hyundai Elantra Sedan 2007,BMW ActiveHybrid 5 Sedan 2012
450,Bugatti Veyron 16.4 Coupe 2009,96.6,Chevrolet Camaro Convertible 2012,Bentley Continental GT Coupe 2012
451,Audi S5 Coupe 2012,75.7,Hyundai Veloster Hatchback 2012,smart fortwo Convertible 2012
452,Honda Odyssey Minivan 2012,47.8,Chrysler Town and Country Minivan 2012,Spyker C8 Convertible 2009
453,Dodge Caliber Wagon 2012,32.8,Chrysler Town and Country Minivan 2012,Jeep Compass SUV 2012
454,Ford Expedition EL SUV 2009,85.5,Dodge Dakota Crew Cab 2010,Chevrolet Traverse SUV 2012
455,Chrysler Town and Country Minivan 2012,67.5,Mercedes-Benz C-Class Sedan 2012,Honda Odyssey Minivan 2012
456,Volkswagen Golf Hatchback 1991,44.6,Ford Mustang Convertible 2007,AM General Hummer SUV 2000
457,Spyker C8 Coupe 2009,40.6,Volvo C30 Hatchback 2012,Audi RS 4 Convertible 2008
458,Suzuki Kizashi Sedan 2012,18.0,Land Rover Range Rover SUV 2012,Mitsubishi Lancer Sedan 2012
459,smart fortwo Convertible 2012,21.9,Chrysler Town and Country Minivan 2012,Mercedes-Benz E-Class Sedan 2012
460,Hyundai Sonata Sedan 2012,36.4,Volvo XC90 SUV 2007,Isuzu Ascender SUV 2008
461,Ford Expedition EL SUV 2009,30.0,Dodge Magnum Wagon 2008,Chevrolet Silverado 1500 Classic Extended Cab 2007
462,Bentley Continental Flying Spur Sedan 2007,73.4,Hyundai Veracruz SUV 2012,Tesla Model S Sedan 2012
463,Nissan 240SX Coupe 1998,23.8,BMW M3 Coupe 2012,Audi TT RS Coupe 2012
464,Tesla Model S Sedan 2012,38.6,Audi S6 Sedan 2011,Mitsubishi Lancer Sedan 2012
465,Acura RL Sedan 2012,33.2,Chrysler PT Cruiser Convertible 2008,Audi S5 Convertible 2012
466,Dodge Caliber Wagon 2012,52.3,Dodge Charger Sedan 2012,Hyundai Veloster Hatchback 2012
467,Spyker C8 Coupe 2009,52.3,Acura Integra Type R 2001,Cadillac CTS-V Sedan 2012
468,Ford Edge SUV 2012,26.5,Volvo XC90 SUV 2007,Chevrolet Sonic Sedan 2012
469,Honda Accord Coupe 2012,93.8,Ferrari 458 Italia Coupe 2012,Nissan 240SX Coupe 1998
470,Chrysler Town and Country Minivan 2012,39.5,Honda Odyssey Minivan 2007,smart fortwo Convertible 2012
471,Ford Edge SUV 2012,41.5,Hyundai Azera Sedan 2012,Honda Odyssey Minivan 2012
472,Bentley Arnage Sedan 2009,91.2,BMW 6 Series Convertible 2007,BMW M5 Sedan 2010
473,Ford GT Coupe 2006,47.0,Audi R8 Coupe 2012,Nissan NV Passenger Van 2012
474,Dodge Magnum Wagon 2008,85.1,Chevrolet Malibu Sedan 2007,Suzuki Aerio Sedan 2007
475,Volkswagen Golf Hatchback 2012,16.4,Chrysler PT Cruiser Convertible 2008,Hyundai Elantra Sedan 2007
476,Infiniti QX56 SUV 2011,18.7,Nissan NV Passenger Van 2012,Jeep Patriot SUV 2012
477,GMC Acadia SUV 2012,78.9,AM General Hummer SUV 2000,Dodge Ram Pickup 3500 Crew Cab 2010
478,Land Rover Range Rover SUV 2012,24.3,Audi S5 Coupe 2012,BMW M5 Sedan 2010
479,Audi S6 Sedan 2011,24.7,MINI Cooper Roadster Convertible 2012,Tesla Model S Sedan 2012
480,Dodge Caliber Wagon 2012,99.7,Scion xD Hatchback 2012,Mercedes-Benz S-Class Sedan 2012
481,Bentley Arnage Sedan 2009,61.3,Audi RS 4 Convertible 2008,Chevrolet Corvette ZR1 2012
482,Dodge Caliber Wagon 2007,27.1,BMW X6 SUV 2012,Dodge Caliber Wagon 2012
483,Hyundai Veloster Hatchback 2012,61.0,Bugatti Veyron 16.4 Coupe 2009,Chevrolet Sonic Sedan 2012
484,GMC Acadia SUV 2012,85.9,Hyundai Genesis Sedan 2012,Cadillac Escalade EXT Crew Cab 2007
485,Hyundai Genesis Sedan 2012,15.5,Volvo 240 Sedan 1993,GMC Acadia SUV 2012
486,HUMMER H2 SUT Crew Cab 2009,18.3,BMW 6 Series Convertible 2007,Chevrolet Silverado 1500 Regular Cab 2012
487,Hyundai Genesis Sedan 2012,61.3,Infiniti G Coupe IPL 2012,Chevrolet Avalanche Crew Cab 2012
488,BMW X5 SUV 2007,51.9,Jeep Grand Cherokee SUV 2012,Jeep Patriot SUV 2012
489,Plymouth Neon Coupe 1999,37.3,Suzuki SX4 Sedan 2012,Infiniti QX56 SUV 2011
490,Daewoo Nubira Wagon 2002,54.4,Chrysler Aspen SUV 2009,Chevrolet Avalanche Crew Cab 2012
491,Mercedes-Benz E-Class Sedan 2012,40.4,Audi S5 Convertible 2012,Suzuki SX4 Sedan 2012
